Gene	Established_log2.FC.	Established_q_value
Acoxl	1.27977	1
Bcl2l11	-0.478936	0.282721
Mertk	0.61014	0.418307
Tmem87b	0.0575939	0.971457
Fbln7	-1.88294	0.00139332
Zc3h6	-0.208546	0.856726
Ttl	-0.0678666	0.967624
Polr1b	0.136383	0.897666
Chchd5	-0.340594	0.610435
Slc20a1	1.07616	0.00139332
Sirpa	0.218603	0.682086
Stk35	0.00767125	0.996918
Tgm3	2.77872	1
AU015228	0	1
Nop56	0.13493	0.910513
Snord110	0	1
Snord57	0	1
Ebf4	0.834951	0.319293
1700020A23Rik	1.41294	1
Tmem239	1.27466	1
Mrps26	-0.258078	0.664367
Itpa	-0.117782	0.913095
Atrn	0.130971	0.861919
Hspa12b	0.325758	0.740131
Cdc25b	-0.554808	0.115091
Ap5s1	-0.38228	0.568466
Mavs	0.0376468	0.985694
Pank2	-0.0516716	0.985036
Mir103-2	0	1
Smox	0.46996	0.290525
Prnp	-0.120762	0.877185
Prnd	2.04121	0.00139332
Cds2	0.153857	0.824064
1700026D11Rik	0	1
AU019990	0	1
1110034G24Rik	-0.186277	0.937028
Chgb	0.12707	1
Mcm8	-0.588329	0.22155
Crls1	0.249202	0.668427
Bmp2	3.62122	0.00139332
Plcb1	-0.120838	0.928709
Plcb4	0.515267	0.194986
Lamp5	0	1
Ankef1	-0.859891	1
Slx4ip	-0.284934	0.834172
Btbd3	0.17773	0.779748
Mir1952	0	1
Ndufaf5	-0.160176	0.919529
Macrod2	-0.0367132	0.995736
Snrpb2	-0.0486685	0.979033
Otor	-0.852908	0.40373
Pcsk2	0.768148	0.562631
Dstn	0.46593	0.13002
Banf2	0	1
Mgme1	-0.119957	0.951689
Zfp133-ps	-0.530101	0.77364
Polr3f	0.0978141	0.938323
Sec23b	0.115185	0.89662
Gm561	-0.325266	0.770537
Dtd1	-0.27847	0.728508
Scp2d1	0	1
Slc24a3	-0.232347	0.751681
Rin2	-0.265847	0.990555
Naa20	0.0369644	0.984523
4930529M08Rik	1.15513	1
Insm1	0	1
Xrn2	0.197291	0.698758
Pax1	-1.26473	0.140279
Nxt1	-0.237001	0.789621
Gzf1	-0.114641	0.913095
Cstl1	0.11532	1
8030411F24Rik	0	1
Cst12	0	1
Cst8	0	1
Cst13	0	1
Cst9	0	1
Cst10	0	1
Syndig1	-0.976505	0.0741613
Zfp937	-0.437029	0.362665
Cst7	0.637421	0.761586
Entpd6	-0.0547713	0.979033
Pygb	-0.0415205	0.979033
Gins1	-0.455765	0.569676
Nsfl1c	-0.0120687	0.995109
Fkbp1a	0.164124	0.78846
Sdcbp2	0.596574	0.668479
Tmem74b	0.4378	0.825442
Slc52a3	-1.11113	0.0885094
Srxn1	-0.0665146	0.962339
Csnk2a1	0.10248	0.909177
Gm14164	0	1
6820408C15Rik	-1.01786	1
Defb20	0	1
Defb21	0	1
Rem1	0.952024	0.208446
H13	0.274134	0.541313
Mcts2	0.0135544	0.998062
Id1	-0.637518	0.0311365
Cox4i2	1.30963	0.0384425
Tpx2	-0.535368	0.0455769
Mylk2	0.878541	1
Ttll9	-1.23617	1
Hck	0.893049	0.11098
Tm9sf4	-0.0424828	0.979033
Pofut1	-0.0111636	0.995109
Kif3b	0.217714	0.70803
Asxl1	0.162948	0.80114
Dnmt3b	-0.456778	0.714042
Mapre1	0.154493	0.850345
Efcab8	0.925405	1
Bpifb2	0	1
Bpifb3	0	1
Bpifa3	0	1
Bpifa1	0	1
Bpifa5	0	1
Bpifb9a	0	1
Cbfa2t2	-0.0232397	0.992357
1700003F12Rik	0.354291	1
Actl10	-0.323263	1
Zfp341	-0.273929	0.868604
Chmp4b	0.0209396	0.992015
Raly	0.259479	0.537075
a	0.291809	0.919529
Itch	0.196587	0.742949
Dynlrb1	-0.185827	0.737632
Map1lc3a	-0.278175	0.531188
Mir695	0	1
Trp53inp2	0.187038	0.729952
Acss2	-0.430994	0.453468
Myh7b	0.454218	1
Mir499	0	1
Procr	0.424668	0.43113
Mmp24	0.805015	1
Cep250	0.253994	0.682086
Ergic3	0.0617427	0.962339
Spag4	-0.849222	0.331925
Romo1	-0.186359	0.884321
Phf20	0.317288	0.422502
Cnbd2	-0.342729	0.923421
Epb4.1l1	-0.00120922	0.998522
Aar2	0.112357	0.92598
Dlgap4	0.513877	0.0587264
Myl9	0.331744	0.372359
Tgif2	0.286461	0.8476
1110008F13Rik	0.117648	0.955363
Rpn2	-0.0444314	0.979033
Src	0.513477	0.0604815
Nnat	-1.19195	0.874615
Ctnnbl1	-0.0449605	0.980982
Rprd1b	-0.226797	0.689137
Bpi	-3.26644	1
Lbp	0.691837	0.00631591
Snhg11	-0.3545	0.80796
Adig	-0.985147	1
Arhgap40	0.479632	1
Ppp1r16b	-0.192934	1
Fam83d	-0.604763	0.0811181
Dhx35	-0.0390892	0.987886
Top1	0.129906	0.87283
Plcg1	-0.00788433	0.996222
Lpin3	0.155797	0.883505
Srsf6	0.153463	0.82348
Gdap1l1	-1.2587	0.17917
2310001K24Rik	2.0197	1
R3hdml	1.08181	1
Ttpal	0.108081	0.909401
0610039K10Rik	-0.940238	0.891118
Pkig	-0.413895	0.322279
Wisp2	-0.393596	0.328372
Kcnk15	0.506608	1
Ywhab	0.00131725	0.998522
Pabpc1l	0.930203	0.470459
Stk4	0.218489	0.722449
Svs3a	0	1
Svs6	0	1
Svs5	0	1
Pigt	0.0640052	0.960536
Wfdc2	0.210067	1
Wfdc10	0	1
Spint4	0	1
Spint5	0	1
Ube2c	-0.660017	0.0126716
Snx21	-0.189874	0.894037
Ctsa	0.180153	0.78609
Pcif1	-0.404602	0.353607
Mmp9	0.292459	0.610515
Slc12a5	1.49988	0.0119662
Cd40	1.41699	0.0970162
Slc2a10	0.191269	0.819619
Eya2	-0.24286	0.733283
Ncoa3	-0.0397617	0.981906
Gm11468	0	1
5031425F14Rik	-0.113272	1
Trp53rk	0.0321496	0.994961
Arfgef2	-0.223281	0.633591
Cse1l	-0.171744	0.770537
Ddx27	0.116071	0.902419
1500012F01Rik	-0.104411	0.974993
Snord12	0	1
Slc9a8	0.0909202	0.944255
Rnf114	0.0877179	0.964051
Snai1	-0.866683	0.00139332
Cebpb	-0.0854	0.968948
A530013C23Rik	-0.28796	0.910513
Ptpn1	-0.415937	0.163822
Pard6b	-0.712992	1
Mocs3	-0.184613	0.987886
Tshz2	-0.0758167	0.962154
Pfdn4	0.0761851	0.964051
Dok5	-0.0440593	0.992015
Fam210b	0.00340438	0.997917
Cstf1	-0.0401533	0.983984
Cass4	0.647769	0.553501
Rtfdc1	-0.0355455	0.984602
Fam209	2.80462	1
Rae1	0.237359	0.688442
Rbm38	0.993518	0.100003
Pck1	0	1
1700021F07Rik	0	1
Rab22a	0.329786	0.516861
Vapb	0.0605926	0.962685
Stx16	-0.0381294	0.981906
Npepl1	0.00273454	0.997917
Nelfcd	-0.205819	0.95458
Gm14434	0	1
Gm14295	-0.0277454	0.989466
Gm14420	-0.163847	0.89706
Gm14403	-0.604552	0.238582
Gm14327	0.0991801	0.985694
Etohi1	-0.0161831	0.995582
Phactr3	1.26428	1
Fam217b	0.244637	0.805041
Cdh26	2.30983	0.00457135
Cdh4	-0.191475	1
4921531C22Rik	-0.251318	0.904175
Lsm14b	0.0499031	0.976798
Ss18l1	0.164802	0.913504
Osbpl2	0.036346	0.984602
Adrm1	0.103339	0.910332
Rps21	-0.179834	0.743857
Mir3091	0	1
Mir1a-1	0	1
Mir133a-2	0	1
Slco4a1	1.79537	0.00139332
Mrgbp	0.0903424	0.962039
Ogfr	0.162712	0.802706
Col9a3	0.615915	0.877801
Gid8	-0.101376	0.979033
Slc17a9	0.460899	0.753137
Mir124a-3	0	1
Ppdpf	-0.222919	0.773646
BC051628	-2.4244	1
Rtel1	-0.292763	0.588352
Abhd16b	-0.844258	1
Prpf6	0.0418073	0.979033
Tcea2	-0.0956781	0.97521
Oprl1	-0.300628	1
Pcmtd2	0.0262428	0.992015
Polr3k	-0.0466013	0.979033
Gm14496	0	1
Rpp38	-0.087308	0.982588
Meig1	0.480923	1
Suv39h2	-0.399211	0.806336
Hspa14	-0.262217	0.59647
Prpf18	-0.0341407	0.986649
Mcm10	-0.112067	0.943758
Optn	-0.126169	0.92412
Camk1d	1.06794	0.0126716
Cdc123	-0.129153	0.906566
Sec61a2	0.0532954	0.975784
Dhtkd1	-0.165631	0.928453
Proser2	0.189312	0.960536
Echdc3	-0.122576	0.966228
Celf2	0.628963	0.0209038
5031426D15Rik	0.00105613	1
Gata3	0.267186	0.9172
Taf3	0.093582	0.959068
Atp5c1	-0.136997	0.8476
Itih2	0.0233667	0.992001
Pfkfb3	-0.235965	0.640836
Rbm17	0.000590731	0.998878
Fbxo18	-0.109595	0.902398
Itga8	1.21105	0.0221779
Fam188a	0.212667	0.730269
C1ql3	0.0421883	0.993849
Rsu1	0.0700443	0.95404
Cubn	-0.416379	0.527126
Trdmt1	-0.231382	0.822379
St8sia6	0.367063	1
Ptpla	0.00376398	0.997725
Nsun6	-0.367284	0.674229
Nebl	0.622231	0.527126
H2afb1	0	1
A930004D18Rik	-0.272904	0.881889
Skida1	-0.460265	0.758186
Dnajc1	0.0463027	0.979907
Pip4k2a	0.1944	0.780975
Gm3230	0.536713	1
Arhgap21	0.50325	0.0650304
Enkur	1.12833	0.264575
Abi1	0.224494	0.654511
Mastl	-0.584034	0.778003
Spopl	0.0878195	0.960732
Hnmt	0.0570506	0.99069
Tbpl2	0	1
Cacna1b	-1.04741	0.00713772
Ehmt1	-0.0560692	0.975498
Arrdc1	0.0760679	0.990555
Mrpl41	-0.152408	0.928453
Noxa1	0	1
Tor4a	0.1445	0.861919
Nelfb	-0.109408	0.906827
Tubb4b	-0.174022	0.775628
Ssna1	-0.162871	0.850345
Grin1	0.230372	0.928208
AA543186	0.00112446	0.997725
Dpp7	0.589287	0.123661
Uap1l1	0.345969	0.425835
BC029214	-0.0445319	0.990555
Lcn12	0	1
C8g	-0.654205	0.942232
Traf2	0.0532134	0.979033
Mamdc4	0.111167	1
Phpt1	-0.260587	0.715708
Gm996	-0.0564703	1
Rabl6	-0.166447	0.79166
Tmem141	-0.102571	0.962339
Fcna	-0.0447803	0.993051
Glt6d1	0	1
Sohlh1	0	1
Ubac1	-0.06279	0.967999
Nacc2	0.303567	0.491215
Qsox2	-0.117016	0.912834
Dnlz	-0.0685567	0.979033
Card9	1.03127	0.16636
Snapc4	0.25879	0.749078
Sdccag3	0.223213	0.687787
Inpp5e	0.0797848	0.975498
Agpat2	-0.0893874	0.951333
Lcn4	0	1
Surf6	0.0728022	0.964046
Med22	-0.125494	0.894149
Surf1	-0.371069	0.978858
Surf4	0.0716818	0.958232
Rexo4	-0.0435064	0.980982
Slc2a6	1.94422	0.00139332
Tmem8c	0.975794	0.322167
Fam163b	0	1
Sardh	-0.409934	0.20272
Vav2	-0.0273514	0.992015
Brd3	0.035769	0.984602
Fcnb	0	1
1700007K13Rik	0.123028	0.972042
Gtf3c5	-0.161334	0.871113
1700026L06Rik	0.148279	0.979033
Gtf3c4	0.0376733	0.982854
Barhl1	0.761965	1
1700101E01Rik	-0.69207	1
Trub2	-0.018162	0.994522
Wdr34	-0.296932	0.684006
Zdhhc12	0.036871	0.992015
Zer1	-0.204324	0.782903
D2Wsu81e	-0.274136	0.667159
Ccbl1	-0.132481	0.986843
1700084E18Rik	-0.254772	0.982588
Dolk	-0.0400355	0.984602
Sh3glb2	0.320858	0.531052
Crat	-0.063059	0.97521
Ier5l	-0.662073	0.0252425
1700001O22Rik	-0.556468	1
Asb6	0.071521	0.962685
Ptges	0.939	0.00139332
BC005624	-0.147245	0.861919
Fnbp1	0.347658	0.38355
Qrfp	1.38883	0.0721662
Fibcd1	-1.4268	1
Fam78a	0.924934	0.404078
Uck1	-0.0797154	0.971249
Swi5	-0.0897725	0.928453
1110008P14Rik	-0.192152	0.84039
Lcn2	0.52828	0.366263
Slc25a25	1.00544	0.0139991
Fpgs	-0.100946	0.979033
Ttc16	0.203161	1
Lrsam1	0.090676	0.994256
Slc2a8	-0.143995	0.910965
Garnl3	-0.332079	0.642949
Ralgps1	0.727451	0.883413
Zbtb34	0.174657	0.868604
Zbtb43	0.307718	0.594851
Lmx1b	0.302327	0.757272
Mvb12b	0.240456	0.689137
Pbx3	-0.0264744	0.992653
Gapvd1	0.266555	0.549986
Rabepk	-0.1181	0.929911
Fbxw2	0.0398911	0.981898
Psmd5	0.114575	0.897193
Phf19	-0.110912	0.962685
Traf1	0.475617	0.624478
Hc	1.9339	1
AI182371	-0.538744	1
Rab14	0.0560056	0.966132
Stom	0.49198	0.0855745
4930568D16Rik	0	1
Ggta1	-0.110143	0.912834
Ttll11	0.998137	0.171844
Ndufa8	-0.0666816	0.960536
Lhx6	-0.335713	0.882973
Rbm18	0.239835	0.721129
Olfr341	0	1
Olfr3	0	1
Olfr351	0	1
Olfr353	0	1
Olfr355	0	1
Olfr358	0	1
Olfr361	0	1
Olfr362	0	1
Pdcl	0.111824	0.914499
Rc3h2	0.268801	0.530738
Snord90	0	1
Strbp	-0.0767129	0.978858
Dennd1a	0.0303898	0.990555
Psmb7	-0.0262323	0.989638
Nr6a1	0.40695	0.677401
Rpl35	-0.20023	0.697708
Golga1	-0.0222559	0.992653
Scai	0.124784	0.92412
Gm16523	1.40445	1
Ppp6c	0.111677	0.915512
Lrp1b	-1.18535	1
Gtdc1	0.184812	0.885241
Orc4	-0.0318718	0.992653
Mmadhc	0.139761	0.850577
Rnd3	0.34612	0.296405
Rbm43	-0.0673722	0.97521
Nmi	0.363647	0.749591
Neb	0.653193	0.75193
Arl5a	0.148634	0.825169
Stam2	0.19533	0.727526
Prpf40a	0.129162	0.875934
Rprm	-0.329373	0.797463
Nr4a2	0.0710945	0.975958
Cytip	0.73723	1
Acvr1c	-0.058721	1
Acvr1	-0.164471	0.790824
Ccdc148	-0.491403	1
Wdsub1	-0.0205616	0.994961
Baz2b	0.259065	0.783826
Cd302	0.142501	0.865576
Ly75	0.299134	0.674062
Pla2r1	0.705479	0.144293
Itgb6	0.551864	1
Rbms1	0.361766	0.274133
Dpp4	2.81395	1
Fap	-0.231866	0.789621
Ifih1	1.10353	0.00139332
Kcnh7	0.837435	1
Fign	-0.127141	0.957151
Grb14	0.134917	0.878122
Cobll1	-0.0716519	0.966228
Scn3a	-0.963725	0.106896
Galnt3	-0.0263133	0.995109
Ttc21b	-0.194729	0.801135
Scn1a	0.512934	1
Scn7a	-2.1106	0.00139332
Stk39	-0.194475	0.768598
Spc25	-0.688261	0.0268572
Abcb11	-0.858262	1
Lrp2	-0.35972	0.778003
Fastkd1	-0.135515	0.928948
Ccdc173	-0.563151	0.685786
Mettl5	-0.0712168	0.995109
Tlk1	0.195687	0.740565
Mettl8	0.0445473	0.989415
Slc25a12	-0.26038	0.601058
Dlx1as	-0.597505	1
Dlx2	-0.701903	0.33787
Sp3	-0.0240539	0.991162
Ola1	-0.0808059	0.944606
Cir1	-0.0463578	0.988529
Gpr155	-0.532066	0.370219
Wipf1	0.290779	0.468193
Chrna1	0.494751	0.628649
Chn1	-0.0920548	0.971457
Atf2	0.033127	0.986649
Atp5g3	-0.0673832	0.95458
Lnp	-0.058109	0.967999
Evx2	-0.429975	0.777913
Nfe2l2	0.356339	0.281384
Ttc30b	-0.414682	0.520475
Ttc30a2	-0.469992	1
Ttc30a1	-0.418437	0.635875
Pde11a	1.26163	1
Cyct	-3.46163	0.618915
Prkra	-0.34672	0.458114
Fkbp7	-0.33292	0.361423
Ttn	1.17762	1
Ccdc141	0.567016	0.547676
Sestd1	0.270537	0.544696
Zfp385b	-1.56316	0.0166401
Cwc22	0.0475246	0.979033
Cerkl	-0.647376	0.979033
Pde1a	-0.2838	0.68549
Frzb	0.0294813	0.992015
Nckap1	0.159206	0.799798
Zswim2	0	1
Calcrl	0.637631	0.136177
Tfpi	-0.0615455	0.97521
Ctnnd1	0.181494	0.80796
2700094K13Rik	-0.542608	0.106896
Tmx2	-0.191691	0.733729
Zdhhc5	0.194688	0.737632
Clp1	-0.173535	0.892768
Mir130a	-0.635527	1
Serping1	0.451709	0.181193
P2rx3	-0.0880286	1
Olfr987	0	1
Olfr988	0	1
Olfr992	0	1
Olfr994	0	1
Olfr995	0	1
Olfr1000	0	1
Olfr1002	0	1
Olfr154	0	1
Olfr1012	0	1
Olfr1016	0	1
Olfr1019	0	1
Olfr1024	0	1
Olfr1037	0	1
Olfr1039	0	1
Olfr1040	0	1
Olfr1042	0	1
Olfr1043	0	1
Olfr1044	0	1
Olfr52	0	1
Olfr1045	0	1
Olfr1046	0	1
Olfr1047	0	1
Olfr1048	0	1
Olfr1049	0	1
Olfr1051	0	1
Olfr1053	0	1
Olfr1054	0	1
Olfr1055	0	1
Olfr1056	0	1
Olfr1057	0	1
Olfr1058	0	1
Olfr1061	0	1
Olfr1062	0	1
Olfr1065	0	1
Olfr1066	0	1
Olfr228	0	1
Olfr1077-ps1	0	1
Olfr1079	0	1
Olfr1080	0	1
Olfr1082	0	1
Olfr1084	0	1
Olfr1085	0	1
Olfr1086	0	1
Olfr1089	0	1
Olfr1090	0	1
Olfr141	0	1
Olfr1095	0	1
Olfr1097	0	1
Olfr1098	0	1
Olfr1099	0	1
Olfr1100	0	1
Olfr1101	0	1
Olfr1104	0	1
Olfr1105	0	1
Olfr1106	0	1
Olfr1107	0	1
Olfr1109	0	1
Olfr259	0	1
Olfr1110	0	1
Olfr1111	0	1
Pramel7	0	1
Olfr1128	0	1
Olfr1132	0	1
Olfr1133	0	1
Olfr1135	0	1
Olfr1137	0	1
Olfr1138	0	1
Olfr1141	0	1
Olfr1154	0	1
Olfr1155	0	1
Olfr1156	0	1
Olfr1157	0	1
Olfr74	0	1
Olfr1160	0	1
Olfr73	0	1
Olfr1162	0	1
Olfr1163	0	1
Olfr1164	0	1
Olfr1166	0	1
Olfr1167	0	1
Olfr1170	0	1
Olfr1173	0	1
Olfr1179	0	1
Olfr1180	0	1
Olfr1181	0	1
Olfr1182	0	1
Olfr1195	0	1
Olfr1196	0	1
Olfr1197	0	1
Olfr1198	0	1
Olfr1199	0	1
Olfr1200	0	1
Olfr1208	0	1
Olfr1209	0	1
Olfr1211	0	1
Olfr1213	0	1
Olfr1214	0	1
Olfr1215	0	1
Olfr1216	0	1
Olfr1217	0	1
Olfr1218	0	1
Olfr1219	0	1
Olfr1220	0	1
Olfr1221	0	1
Olfr1222	0	1
Olfr1223	0	1
Olfr1225	0	1
Olfr1226	0	1
Olfr1228	0	1
Olfr1229	0	1
Olfr1230	0	1
Olfr1231	0	1
Olfr1232	0	1
Olfr1233	0	1
Olfr1234	0	1
Olfr1238	0	1
Olfr1239	0	1
Olfr1240	0	1
Olfr1241	0	1
Olfr1242	0	1
Olfr1243	0	1
Olfr1245	0	1
Olfr1246	0	1
Olfr1247	0	1
Olfr1248	0	1
Olfr1249	0	1
Olfr1250	0	1
Olfr1251	0	1
Olfr1252	0	1
Olfr1253	0	1
Olfr1254	0	1
Olfr1256	0	1
Olfr48	0	1
Olfr1259	0	1
Olfr1264	0	1
Olfr140	0	1
Olfr1269	0	1
Olfr32	0	1
Olfr1270	0	1
Olfr142	0	1
Olfr1271	0	1
Olfr1272	0	1
Olfr1273-ps	0	1
Ptprj	0.548004	0.0709164
Ndufs3	-0.137773	0.860788
Ptpmt1	-0.0027734	0.998062
Slc39a13	0.154922	0.814643
Madd	0.124122	0.946738
Nr1h3	-0.521049	0.609994
Ddb2	-0.0880736	0.989326
1110051M20Rik	-0.238965	0.725595
Zfp408	0.484356	0.245735
Atg13	0.00674081	0.996222
Mdk	-0.510694	0.611832
Dgkz	0.174074	0.806227
Creb3l1	-0.255373	0.541313
Gyltl1b	0.64514	1
Mapk8ip1	0.0533467	0.98282
Cry2	0.104079	0.938323
Slc35c1	-0.015497	0.995109
Prdm11	0.0295259	0.99394
Tspan18	0.136009	0.913
Cd82	0.312783	0.484115
Ext2	-0.0758138	0.943379
Accs	-0.180474	0.914201
Accsl	-0.319007	1
Gm13889	-1.47836	0.045104
Alkbh3	-0.0734907	0.967868
Hsd17b12	0.240175	0.579371
Mir129-2	0	1
Mir670	0	1
Ttc17	0.185501	0.7683
Api5	0.0510601	0.97521
B230118H07Rik	-0.339351	0.608335
Prr5l	0.918924	0.225471
Ldlrad3	-0.0827519	0.955619
Trim44	0.139581	0.846492
Fjx1	1.08447	0.0221779
Cd44	0.832307	0.00139332
Pdhx	-0.0267267	0.992015
Ehf	-1.07135	1
Cat	0.0344557	0.984321
Nat10	0.243273	0.66031
Caprin1	0.0806147	0.945104
D430041D05Rik	-0.418401	1
Tcp11l1	-0.450987	0.834005
Depdc7	-0.229932	0.905129
Qser1	-0.143061	0.849882
Prrg4	1.34325	0.00546107
Eif3m	-0.0915974	0.926548
Rcn1	0.0445285	0.979033
Elp4	-0.209963	0.812009
Dnajc24	0.034426	0.994059
Arl14ep	0.060045	0.964207
Fshb	0	1
Mettl15	-0.309601	0.780027
Gm13939	-1.01356	1
Bbox1	-0.279417	1
Fibin	0.598927	0.0290354
Ano3	0.823704	0.0525344
4930430A15Rik	0	1
Olfr1275	0	1
Olfr1277	0	1
Olfr1282	0	1
Olfr1286	0	1
Olfr1294	0	1
Olfr1295	0	1
Olfr1297	0	1
Olfr1298	0	1
Olfr1303	0	1
Olfr1305	0	1
Olfr1306	0	1
Olfr1307	0	1
Olfr1308	0	1
Olfr1310	1.93309	1
Olfr1311	0	1
Olfr1316	0.603325	1
Emc4	-0.0252704	0.993051
Chrm5	-2.07575	1
Ryr3	0.0494885	1
Grem1	2.51133	0.00139332
Scg5	-0.658662	1
Arhgap11a	-0.228672	0.674037
Gjd2	0	1
Actc1	1.84874	0.0134126
Aqr	-0.0102276	0.995582
Zfp770	-0.0142757	0.995451
Meis2	-0.411672	0.625899
Rasgrp1	0.312616	0.881604
Fsip1	0.241097	0.94359
Gpr176	0.905811	0.00139332
Srp14	-0.191198	0.731096
Bmf	-1.38674	0.0134126
Ankrd63	0.57778	1
Plcb2	1.15573	0.0620384
A430105I19Rik	0.15416	0.865489
Ccdc32	-0.151844	0.895112
Rmdn3	0.147357	0.887867
Dnajc17	-0.221885	0.92412
Ppp1r14d	-0.527936	1
Rhov	1.07948	1
Ino80	0.363899	0.353958
Exd1	-0.407456	0.786924
Oip5	-0.604587	0.7558
Ndufaf1	-0.117469	0.930917
Rpap1	-0.0518912	0.979033
Ehd4	0.393758	0.293765
Pla2g4e	-0.960281	1
Pla2g4f	-1.4373	1
Vps39	-0.176062	0.802036
Tmem87a	0.0752782	0.966132
Zfp106	0.186529	0.733134
Lrrc57	-0.102927	0.972169
Ttbk2	-0.204915	0.759744
Ubr1	-0.155409	0.857948
Epb4.2	-1.72382	1
Tgm5	-0.944097	1
Tgm7	1.36688	1
Lcmt2	-0.0755458	0.979033
Trp53bp1	-0.142581	0.888886
Ppip5k1	0.181667	0.975459
Catsper2	-0.346265	0.977143
Ell3	-0.218408	0.937028
Serinc4	-0.213991	0.95458
Mfap1b	-0.217423	0.875171
Mfap1a	0.0519966	0.979033
Frmd5	-1.69622	0.00139332
Mageb3	-0.120819	1
Spg11	-0.0557782	0.987882
Duox2	0.456137	1
Duoxa1	0.374831	0.882624
Shf	-0.444489	0.472152
Bambi-ps1	0.811877	0.848541
Gatm	0.495746	0.394835
Slc30a4	0.275808	0.486534
Myef2	0.195676	0.754073
Fbn1	0.0813803	0.977855
Cep152	-0.00697667	0.997725
Shc4	0.916875	0.895112
Secisbp2l	0.357623	0.306142
Cops2	-0.0332577	0.98418
Hdc	0.305032	1
Gabpb1	0.203287	0.802832
Usp50	0.0930099	1
Trpm7	0.117978	0.905555
Sppl2a	0.454561	0.22075
Ncaph	-0.424842	0.261115
Itpripl1	0.343204	0.683087
1810024B03Rik	-0.148552	0.970485
Ciao1	-0.0453532	0.979907
Fahd2a	-0.169642	0.928453
Kcnip3	-1.91758	0.00139332
Zfp661	-0.465172	0.591418
Mal	0.682693	0.525444
Mall	-3.45884	1
Nphp1	-0.20516	0.821767
1500011K16Rik	-0.22248	0.86107
Bub1	-0.549454	0.0788765
Gm14005	0.902524	0.181481
Anapc1	-0.134288	0.860715
Zc3h8	0.408494	0.730703
Ckap2l	-0.704628	0.00713772
Il1a	3.16897	1
4932416H05Rik	-0.292078	0.938323
Snrpb	0.0293919	0.987882
Idh3b	0.04543	0.989326
Cpxm1	0.548381	0.0375156
Pced1a	0.152752	0.975498
Ddrgk1	-0.155481	0.846768
Slc4a11	-0.105993	0.977855
4930402H24Rik	0.539676	0.0446617
Gm14057	0.390001	0.981073
A730017L22Rik	0.343057	0.798351
Gfra4	-0.547633	0.382509
Adam33	-0.241536	0.809995
Siglec1	2.41557	0.00139332
1700037H04Rik	0.104015	0.939245
Spef1	0.350381	0.752603
Cenpb	0.0369959	0.980982
Rnf24	0.536795	0.231498
Adra1d	0.765259	0.0278615
Erv3	-1.80715	0.0577574
Rassf2	0.582353	0.115285
Slc23a2	0.55732	0.0400493
Tmem230	-0.243594	0.682905
Pcna	-0.168353	0.779029
Prokr2	-2.14202	1
Gpcpd1	-0.0908384	0.948461
Trmt6	0.124426	0.895926
Hao1	0.40769	1
Tmx4	0.277529	0.547676
9630028H03Rik	1.47612	1
Mkks	0.0207457	0.994961
Jag1	0.886115	0.00139332
Tasp1	-0.407233	0.353607
Esf1	0.179357	0.802832
Flrt3	1.16424	0.00139332
Kif16b	-0.0917736	0.951146
Bfsp1	0.233122	0.915016
Rrbp1	0.18103	0.802832
Snx5	0.0595348	0.964051
Ovol2	0	1
Dzank1	-0.177641	1
Rbbp9	-0.127513	0.904476
Gm14092	0.0243624	1
Crnkl1	-0.0788681	0.951333
Ralgapa2	0.324704	0.753275
Nkx2-4	0	1
Thbd	1.3259	0.00139332
Cd93	1.12667	0.00546107
Napb	0.0264963	0.994961
Cst11	0	1
Cst3	0.11713	0.885032
Zfp120	-0.362768	0.528357
Zfp442	-0.587386	0.377022
Apmap	-0.0931067	0.934733
Acss1	0.676601	1
Vsx1	0	1
Abhd12	-0.148908	0.833353
Ninl	0.827363	0.0321107
Nanp	-0.16717	0.881889
4921509C19Rik	0	1
Snph	1.48045	1
Psmf1	-0.0668072	0.964051
Mir1953	0	1
Fam110a	-0.490731	0.271435
Rbck1	-0.131942	0.871886
Trib3	-0.549151	0.0365415
Sox12	-0.824244	0.00631591
Zcchc3	-0.281987	0.789846
Defb23	0	1
Defb22	0	1
Defb26	0	1
Defb29	0	1
Defb19	0	1
Defb45	0	1
Defb25	0.455768	0.967444
Bcl2l1	0.641574	0.0209038
Foxs1	2.2015	0.00139332
Dusp15	2.1325	0.293503
Pdrg1	-0.113113	0.895112
Tspyl3	0.212133	0.880374
Plagl2	0.291646	0.64962
Commd7	-0.0217953	0.993023
Sun5	0	1
Cdk5rap1	-0.0935557	0.964935
Snta1	-0.0922895	0.942513
Pxmp4	-0.244954	0.779507
Eif2s2	0.0468692	0.977855
Ahcy	-0.093092	0.922658
Pigu	-0.100494	0.932811
Ncoa6	0.0810843	0.942513
Ggt7	-0.172046	0.80946
Gss	0.264386	0.626388
Trpc4ap	0.0106471	0.995109
Edem2	0.0491186	0.979033
BC029722	-0.0745044	0.95458
Eif6	0.219753	0.660858
Fam83c	1.08509	1
Gdf5	1.21115	0.248419
6430550D23Rik	-0.203639	1
Nfs1	-0.153729	0.897666
Rbm39	0.081972	0.939861
Scand1	-0.261098	0.832689
2900097C17Rik	0.10286	0.910513
5430405H02Rik	-0.0201152	0.996124
Sla2	0.188051	0.838795
Ndrg3	-0.283101	0.482372
Dsn1	-0.173599	0.878497
Samhd1	-0.00745928	0.996124
Rbl1	-0.339738	0.535586
Mroh8	-0.383182	1
Blcap	0.204249	0.733729
