chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr2	155890948	155895235	Spag4	0.684765	0.2814	-0.225163	0.74395	0.000119687	0.9904	0.103924	0.8616	0.280745	0.65805
chr2	155897576	155937701	Cpne1,Rbm12	0.162653	0.6342	-0.0285562	0.9299	-0.0875554	0.77865	-0.0128038	0.96695	-0.202758	0.57405
chr2	155949372	155971530	Nfs1	0.157784	0.71845	-0.41388	0.37695	-0.192829	0.6625	0.145582	0.71565	0.177541	0.7161
chr2	155949372	155971530	Romo1	-0.433879	0.50725	-0.262509	0.6985	-0.490517	0.44505	-0.113195	0.8471	0.264096	0.68065
chr2	155972974	156005976	Rbm39	-0.113412	0.728	-0.239717	0.46425	-0.0161801	0.9579	-0.212785	0.47685	-0.48724	0.17575
chr2	156022382	156135689	Phf20	-0.419037	0.20465	-0.454514	0.168	-0.0554118	0.8596	-0.144894	0.63215	-0.166101	0.6415
chr2	156137581	156201374	Cnbd2	-0.978461	0.4798	-0.815886	0.66575	-0.758074	0.5855	-0.301868	0.79335	0.568084	0.59865
chr2	156137581	156201374	Scand1	-0.208762	0.68565	-0.309362	0.5744	-0.956619	0.10835	-0.620227	0.20895	-0.759467	0.2271
chr2	156213798	156218715	2900097C17Rik	-0.238295	0.48055	-0.111104	0.72725	-0.0695677	0.83055	-0.48703	0.11895	-0.386593	0.2872
chr2	156246787	156368950	Epb4.1l1	-0.0886549	0.7858	0.816398	0.0112	0.149463	0.6333	-0.199019	0.4993	-0.0175749	0.9614
chr2	156373311	156394708	Aar2	-0.174935	0.60975	0.244131	0.44765	-0.105078	0.74395	-0.0216965	0.9458	-0.0135418	0.9693
chr2	156434933	156439158	Gm14169	0	1	0	1	0	1	-0.370603	1	-0.172953	1
chr2	156439440	156590099	4930405A21Rik	-1.60773	1	-1.72985	1	0.0184842	1	-0.168951	1	0.264313	1
chr2	156439440	156590099	Dlgap4	0.0327912	0.92255	0.372057	0.2568	-0.111971	0.7295	-0.0955046	0.751	0.331738	0.37375
chr2	156601199	156607393	Myl9	0.451293	0.20015	0.501299	0.15785	0.271501	0.4262	0.21515	0.5086	0.838833	0.0919
chr2	156665812	156688681	5430405H02Rik	0.13146	0.86355	-0.0800215	0.9135	-0.0933677	0.89555	0.350203	0.6158	0.263761	0.73205
chr2	156665812	156688681	Tgif2	1.06604	0.02035	0.352147	0.44745	0.210196	0.65115	0.250082	0.5844	-0.400835	0.49635
chr2	156688857	156712814	1110008F13Rik	0.748393	0.2013	0.557723	0.32695	0.535388	0.317	0.365038	0.46685	0.598468	0.3765
chr2	156688857	156712814	Sla2	0.523781	0.3262	0.314757	0.5295	0.247807	0.6032	-0.0792185	0.86525	0.0903648	0.882
chr2	156753077	156817847	Ndrg3	-0.0347369	0.91365	-0.261138	0.41985	-0.167702	0.5926	0.158524	0.5887	0.406955	0.2576
chr2	156820797	156832811	Dsn1	-0.0700228	0.8595	-0.446599	0.26415	-0.166005	0.65645	-0.301343	0.39415	-0.549675	0.1932
chr2	156836177	156905001	9830001H06Rik	-0.220395	0.4979	0.220972	0.47155	0.132303	0.67705	-0.0962836	0.7438	0.0145642	0.9668
chr2	156912790	156922217	Gm1332	0	1	-0.640316	1	0.0277314	1	-0.574522	1	-0.381189	1
chr2	156923264	156960958	Samhd1	0.0342609	0.91675	-0.299311	0.33275	-0.192603	0.52785	-0.0230405	0.93545	0.239586	0.49595
chr2	156971629	157030270	Rbl1	-0.0715498	0.85165	-0.0714523	0.85115	0.190692	0.6164	-0.545827	0.11615	-1.13143	0.01055
chr2	157034285	157152054	Mroh8	1.35955	1	1.01795	1	0.609006	1	0.614575	1	0.244313	1
chr2	157034285	157152054	Rpn2	0.0889274	0.8189	-0.136041	0.7133	-0.146951	0.6813	0.0454526	0.89425	0.0960432	0.82835
chr2	157155231	157172391	Ghrh	0	1	0	1	0	1	0	1	0	1
chr2	157193329	157222499	Manbal	0.228437	0.4681	-0.121814	0.7098	0.158491	0.60265	0.152129	0.59535	0.125343	0.7275
chr2	157250028	157297574	Src	0.0698724	0.84115	0.558414	0.0945	0.099916	0.7576	0.00114162	0.99705	-0.0223125	0.9541
chr2	157382097	157392097	Blcap	0.0354607	0.92035	0.499206	0.12835	0.0724229	0.82985	0.250864	0.40855	-0.120061	0.7436
chr2	157382097	157392097	Nnat	0.423926	0.77235	1.50575	0.294	2.00529	0.211	-0.209302	0.8791	-1.27293	0.4077
chr2	157563136	157717639	Ctnnbl1	0.072495	0.8255	-0.138882	0.66155	-0.0735406	0.8215	0.156025	0.6013	0.249852	0.4954
chr2	157740388	157770455	Vstm2l	0	1	0	1	0	1	0	1	0	1
chr2	157807538	157835096	Tti1	-0.439608	0.24155	-0.0145911	0.96985	0.204988	0.55425	0.0130133	0.96575	0.215566	0.5622
chr2	157854529	157917533	2010009K17Rik	-0.491021	1	0	1	0	1	-0.693049	1	0	1
chr2	157854529	157917533	Rprd1b	-0.00764633	0.98255	0.0194921	0.94895	0.107574	0.73815	-0.000550471	0.99845	-0.0056374	0.9886
chr2	157942140	157972128	Tgm2	-0.512019	0.2424	0.142896	0.7195	-0.448479	0.27395	-0.222944	0.5575	-0.965345	0.02705
chr2	158008268	158054960	1700060C20Rik	0	1	0	1	0	1	0	1	0	1
chr2	158008268	158054960	D630003M21Rik	-1.04921	0.1522	0.543065	0.33755	-1.33674	0.02915	-0.570129	0.3171	0.945581	0.1098
chr2	158083976	158110267	Bpi	0.215381	1	-0.692385	1	1.14086	1	1.08745	1	-0.360278	1
chr2	158132228	158158588	Lbp	-0.311595	0.5888	-0.18762	0.6974	-0.145363	0.77685	-0.279257	0.52225	-0.65385	0.2116
chr2	158179435	158187258	9430008C03Rik	0.490031	0.21195	0.404532	0.28645	0.192375	0.6107	-0.34641	0.34905	-0.435925	0.2969
chr2	158201373	158211881	Snhg11	-0.0781063	1	-0.583178	1	-1.71481	1	-0.414902	0.4548	-1.28431	1
chr2	158235588	158324989	Ralgapb	-0.341464	0.3036	-0.0927203	0.7695	0.116399	0.6975	-0.196869	0.50945	-0.182385	0.5906
chr2	158328347	158333934	Adig	0	1	0	1	0	1	2.60044	1	0.533798	1
chr2	158338531	158376364	Arhgap40	0	1	0	1	0	1	0	1	0	1
chr2	158421207	158436459	Gm14204	-1.15109	1	-3.29905	1	1.12826	1	-0.313008	1	-0.306462	1
chr2	158436493	158441483	Slc32a1	0	1	0	1	0	1	0	1	0	1
chr2	158450648	158464947	Actr5	0.0862099	0.83545	0.305598	0.47005	0.213889	0.57985	0.415417	0.26145	0.0518672	0.9089
chr2	158492468	158592070	Ppp1r16b	1.72636	0.00065	2.02413	0.0001	1.09785	0.02095	-0.0477512	0.91065	-0.177945	0.77925
chr2	158593834	158612373	Fam83d	-0.0869166	0.81035	0.493627	0.15485	0.021846	0.9508	0.107871	0.73775	-0.501049	0.19515
chr2	158620555	158683950	Dhx35	-0.324585	0.42345	-0.238274	0.5249	-0.261031	0.46965	0.10795	0.7533	0.0644832	0.8672
chr2	159773076	159807025	4933416E03Rik	0	1	0	1	0	1	0	1	0	1
chr2	159842388	159866356	9130015L21Rik	0	1	0	1	0	1	0	1	0	1
chr2	160137136	160153230	Gm826	0	1	0	1	0	1	0	1	0	1
chr2	160189412	160192801	Mafb	-0.754825	0.038	-0.618538	0.0697	-0.572394	0.0795	0.501896	0.1024	0.66183	0.0937
chr2	160471632	160548499	Top1	0.294966	0.358	0.751783	0.0183	0.250635	0.4113	-0.500218	0.09215	-0.717431	0.0366
chr2	160557045	160698726	Plcg1	-0.31242	0.35965	-0.130744	0.70095	-0.169794	0.6105	0.0469574	0.8827	0.0531887	0.88865
chr2	160557045	160698726	Zhx3	-0.273169	0.80165	0.381745	0.69445	-0.126719	0.88475	-0.211106	0.82585	0.312549	0.7628
chr2	160706405	160731736	Lpin3	0.0274923	0.9388	0.245335	0.51815	0.940759	0.00785	0.280448	0.4201	0.613615	0.12075
chr2	160732173	160738064	Emilin3	0.643587	1	4.48786	5.00E-05	2.44953	0.00875	-0.864204	1	0.139182	1
chr2	160772713	160934792	Chd6	-0.150234	0.6616	-0.993975	0.00455	-0.468654	0.14355	-0.470923	0.1209	-0.238338	0.5155
chr2	161353358	162486883	C330008G21Rik	0	1	0	1	0	1	0	1	0	1
chr2	161353358	162486883	Ptprt	0	1	0	1	0	1	0	1	0	1
chr2	162486898	162500940	9430021M05Rik	0	1	0	1	0	1	0	1	0	1
chr2	162757243	162762856	Srsf6	0.412528	0.2142	0.21641	0.5095	0.0147308	0.9633	-0.103524	0.73835	-0.470851	0.20995
chr2	162769200	162800258	L3mbtl1	0	1	0	1	0	1	-0.397211	1	0	1
chr2	162813216	162839863	Sgk2	0	1	0	1	0	1	0	1	0	1
chr2	162843207	162871871	Ift52	-0.0908256	0.786	-0.371837	0.26435	-0.345437	0.27285	0.0289597	0.92505	0.213144	0.5432
chr2	162880370	162910423	Mybl2	0.455146	0.218	0.312045	0.3968	0.304512	0.38785	-0.24238	0.48775	-0.11601	0.7982
chr2	162912766	162915337	Gtsf1l	0	1	0	1	0	1	0	1	0	1
chr2	163051189	163148838	Tox2	0	1	0	1	0	1	0	1	0	1
chr2	163161977	163223729	Jph2	0.145546	0.66005	-0.278373	0.39475	-0.218147	0.49095	-0.142657	0.64415	0.598524	0.09945
chr2	163231557	163245206	3230401D17Rik	-0.338397	0.3894	0.306438	0.38945	0.0429031	0.89755	0.0904161	0.78605	0.32725	0.3842
chr2	163264202	163281060	Gdap1l1	1.09999	0.1678	0.35849	1	0.0962051	1	0.604624	0.3655	0.167322	1
chr2	163294438	163298739	2310001K24Rik	-1.04765	1	0	1	0.298463	1	0	1	-1.04107	1
chr2	163294438	163298739	Fitm2	-0.0209774	0.95605	0.350836	0.36035	0.438409	0.2186	0.291012	0.40025	0.264034	0.52385
chr2	163318053	163367457	0610008F07Rik	0	1	0	1	0	1	0	1	0	1
chr2	163318053	163367457	R3hdml	0	1	0	1	0.583393	1	-1.40941	1	1.17057	1
chr2	163372923	163398643	Hnf4a	-0.0476535	1	0	1	0	1	0	1	0	1
chr2	163428049	163444749	Ttpal	0.161704	0.61355	0.0967627	0.7577	-0.0865635	0.77865	-0.248016	0.39535	-0.249476	0.4823
chr2	163449008	163471536	0610039K10Rik	-0.75556	0.6412	0.187908	0.90895	-1.91583	0.2991	-0.349031	0.84615	-1.07369	0.5268
chr2	163449008	163471536	Serinc3	0.0975638	0.7787	-0.126751	0.7123	-0.108486	0.7318	-0.0470656	0.87825	-0.057907	0.88495
chr2	163484121	163551894	Pkig	0.238043	0.51615	-0.0621974	0.86025	-0.367527	0.31445	0.206707	0.53345	-0.0864304	0.82805
chr2	163552306	163575975	Ada	0.112535	0.74465	0.313319	0.35195	0.114739	0.73575	-0.0650381	0.84215	0.0331203	0.92585
chr2	163646569	163658883	Wisp2	0.140567	0.73805	-0.669696	0.1054	-0.536097	0.1812	0.406346	0.32135	0.49681	0.31465
chr2	163679485	163684610	Kcnk15	-0.689699	1	-1.2729	1	-3.54405	1	-0.919674	1	-0.586286	1
chr2	163689616	163744419	Rims4	-2.04765	1	0	1	-0.310661	1	0	1	0	1
chr2	163820932	163844323	Ywhab	0.134317	0.72905	0.164036	0.643	0.0909581	0.7916	-0.0955736	0.76805	0.02883	0.9475
chr2	163850959	163876274	Pabpc1l	1.23696	0.1092	-0.715712	1	-0.920068	1	-1.89229	1	-1.1382	1
chr2	163879276	163896838	Tomm34	-0.0150965	0.9652	-0.418556	0.242	-0.38296	0.2541	0.00123398	0.99785	-0.17601	0.6477
chr2	163899913	163981257	Stk4	-0.239472	0.48655	0.279681	0.387	0.231197	0.4738	0.031097	0.9175	-0.0831084	0.81595
chr2	163989354	163996849	Kcns1	-0.440423	0.39755	-2.78987	0.0001	-1.99622	0.00095	0.787508	0.05375	0.0664005	0.889
chr2	164002060	164008478	Wfdc5	-1.95457	1	-2.27082	1	0	1	0.509907	1	0.166172	1
chr2	164014966	164016294	Wfdc12	-0.621907	1	0.201888	1	1.05593	1	1.67459	1	2.06739	1
chr2	164024607	164025853	Wfdc15a	0	1	0	1	0	1	0	1	0	1
chr2	164040189	164047399	Wfdc15b	0	1	0	1	0	1	0	1	0	1
chr2	164061664	164064077	Svs2	0	1	0	1	0	1	0	1	0	1
chr2	164080098	164082379	Svs3b	0	1	0.211041	1	-0.738824	1	0	1	0	1
chr2	164101691	164104043	Svs4	0	1	0	1	0	1	0	1	0	1
chr2	164115003	164117236	Svs3a	0	1	0	1	0	1	0	1	0	1
chr2	164142486	164144186	Svs6	0	1	0	1	0	1	0	1	0	1
chr2	164158500	164160130	Svs5	0	1	0	1	0	1	0	1	0	1
chr2	164179805	164182243	Slpi	0.319674	0.51355	0.327278	0.50045	0.0523905	0.9065	0.284928	0.4808	-0.410409	0.39955
chr2	164215128	164240948	Matn4	-1.38947	0.01335	-1.70696	0.00325	-2.03838	5.00E-05	-1.01729	0.0153	-0.744671	0.1499
chr2	164215128	164240948	Rbpjl	-0.462691	1	0.280214	1	-2.31881	1	-0.794456	1	-1.30596	1
chr2	164249746	164268688	Sdc4	0.343167	0.4585	0.405184	0.3647	-0.747421	0.0967	-1.0759	0.0291	-1.53244	0.00715
chr2	164286470	164291010	Sys1	0.0458225	0.8931	0.143103	0.6767	-0.0162922	0.9626	0.0986427	0.76035	0.0789712	0.83135
chr2	164295803	164299224	Trp53tg5	-0.765478	1	0	1	1.23417	1	0	1	0	1
chr2	164311639	164318823	Dbndd2	0.291002	0.4065	-0.0541496	0.8781	-0.310037	0.36495	0.926921	0.0023	0.147225	0.7074
chr2	164323024	164333801	Pigt	0.680727	0.0965	0.628238	0.0608	0.184963	0.5911	0.441127	0.1795	0.437718	0.23045
chr2	164388215	164394006	Wfdc2	-3.00186	1	0.703686	1	-1.01069	1	-1.01209	1	-1.82168	1
chr2	164395194	164398956	Spint3	0	1	0	1	0	1	0	1	0	1
chr2	164405018	164410947	Wfdc6a	0	1	0	1	0	1	0	1	0	1
chr2	164413842	164419071	Eppin	0	1	0	1	0	1	0	1	0	1
chr2	164421957	164439126	Wfdc8	0	1	0	1	0	1	0	1	0	1
chr2	164439199	164443713	Wfdc6b	0	1	0	1	0	1	0	1	0	1
chr2	164460207	164464302	Wfdc16	0	1	0	1	0	1	0	1	0	1
chr2	164475124	164480466	Wfdc9	0	1	0	1	0	1	0	1	0	1
chr2	164481545	164482868	Wfdc10	0	1	0	1	0	1	0	1	0	1
chr2	164488393	164499587	Wfdc11	0	1	0	1	0	1	0	1	0	1
chr2	164510606	164513206	Wfdc13	-0.0476535	1	0	1	0	1	-1.39721	1	0	1
chr2	164524000	164527948	Spint4	0	1	0	1	0	1	0	1	0	1
chr2	164540804	164543568	Spint5	0	1	0	1	0	1	0	1	0	1
chr2	164556725	164568767	Wfdc3	0	1	0	1	0	1	0	1	0	1
chr2	164571514	164593719	Dnttip1	0.233177	0.4888	-0.0132219	0.9702	0.104173	0.7546	0.382355	0.21325	0.36344	0.31745
chr2	164595428	164598402	Ube2c	0.230562	0.5285	0.479293	0.1725	0.245042	0.46835	0.418315	0.2121	-0.287457	0.48585
chr2	164602661	164605234	Tnnc2	-0.379491	0.7589	-0.838224	0.5055	-0.131645	0.87525	-2.5514	0.07715	-1.67031	0.15
chr2	164611520	164630381	Acot8	-0.250741	0.64755	-0.334531	0.5578	0.128807	0.8033	0.3158	0.53775	-0.0384507	0.9544
chr2	164611520	164630381	Snx21	-0.180795	0.6672	-0.297509	0.50615	-0.137606	0.75085	0.65645	0.08895	0.922369	0.03055
chr2	164630613	164647627	Zswim3	-1.62351	0.00465	0.419136	0.3544	0.474083	0.275	0.610066	0.16715	0.628477	0.1824
chr2	164648185	164652367	Zswim1	-0.644881	0.1214	0.544416	0.16005	0.226746	0.52955	0.127488	0.72795	0.378386	0.3642
chr2	164652881	164654034	Spata25	0	1	0	1	-0.396786	1	0.609487	1	0	1
chr2	164656229	164683208	Ctsa	0.198165	0.6147	-0.108649	0.76645	-0.270815	0.4481	0.383664	0.2728	0.937051	0.04145
chr2	164656229	164683208	Neurl2	0.152707	0.91795	-0.210721	0.8914	-0.453876	0.7658	0.747142	0.62695	1.3006	0.38855
chr2	164656229	164683208	Pltp	0.146406	0.88005	0.093033	0.9278	-0.338373	0.72895	0.517139	0.6188	1.2243	0.47555
chr2	164704867	164716937	Pcif1	0.0142174	0.9667	-0.306723	0.35405	-0.449778	0.17005	0.384795	0.20705	0.281697	0.4229
chr2	164717391	164737250	Zfp335	0.260417	0.46395	0.151246	0.6527	-0.094952	0.7772	0.00135072	0.99685	-0.0442627	0.90555
chr2	164773750	164781346	Mmp9	0.125825	0.83205	-0.0831557	0.87275	-0.117092	0.8215	-0.00535505	0.9926	-2.00824	0.00075
chr2	164793487	164825231	Slc12a5	0.232168	1	-0.37326	1	-0.758148	1	-0.165896	1	-0.38903	1
chr2	164825856	164860279	Ncoa5	0.00404839	0.99025	0.0337435	0.91735	0.143662	0.63295	0.0602236	0.82925	0.0232422	0.94185
chr2	164881135	164897154	Cd40	0.508976	0.4631	1.11592	0.0774	0.457603	0.43035	-0.419216	0.49445	0.0355141	0.95955
chr2	164904192	164916250	1700025C18Rik	0	1	0	1	0	1	0	1	0	1
chr2	164937006	165060237	Cdh22	-0.425102	1	2.44194	1	2.57377	1	-1.62659	1	-0.883394	1
chr2	165102021	165113338	Slc35c2	0.0349066	0.9183	-0.431039	0.20015	-0.191054	0.56135	0.0562823	0.8567	0.178668	0.6348
chr2	165113530	165151979	Elmo2	-0.00509954	0.98905	-0.215334	0.5016	-0.0271492	0.9268	-0.0145851	0.9596	0.0350376	0.92025
chr2	165176796	165187619	Zfp663	0	1	2.28021	1	0.7135	1	-0.397211	1	-0.0410684	1
chr2	165202935	165213759	Zfp334	-0.597933	0.10985	0.535361	0.118	0.0484722	0.8819	-0.239904	0.4655	-0.276287	0.468
chr2	165220949	165225894	Ocstamp	0.45838	0.5129	-0.0402623	0.9492	0.385277	0.49655	0.969153	0.08855	-1.41607	0.05285
chr2	165230794	165298697	Slc13a3	-0.510787	0.4944	-0.457458	0.48735	-0.288965	0.67255	0.0846711	0.8796	-0.790351	0.29165
chr2	165315611	165318814	2810408M09Rik	-0.476218	0.23405	0.332375	0.3534	0.230396	0.5055	0.0471587	0.8894	-0.23177	0.5529
chr2	165329477	165345411	Slc2a10	0.278395	0.4078	0.205468	0.53085	0.444254	0.17745	0.0751728	0.81495	-0.130398	0.72355
chr2	165420527	165597227	Eya2	0.298828	0.43385	-0.115515	0.7439	-0.414755	0.2365	-0.00289222	0.99305	0.252417	0.50555
chr2	165609651	165710251	Zmynd8	-0.294135	0.4117	-0.341429	0.3152	-0.207259	0.5312	0.0343605	0.91295	0.220641	0.58415
chr2	165818136	165898742	Ncoa3	-0.328481	0.3304	0.227935	0.48705	-0.0588859	0.85195	-0.00640789	0.98275	0.0299634	0.93725
chr2	165899398	165981183	Sulf2	-0.0687122	0.83175	-0.219496	0.47215	-0.313781	0.29625	0.271038	0.36105	0.231779	0.5123
chr2	166099407	166120331	Gm11468	0	1	0	1	0	1	0	1	0	1
chr2	166272950	166284270	5031425F14Rik	0	1	0	1	0	1	0.7332	1	-2.60148	1
chr2	166391844	166539332	Prex1	-0.272484	0.5032	-0.00635202	0.9868	-0.0989218	0.7887	-0.22076	0.52725	-0.244189	0.5701
chr2	166619266	166624992	Trp53rk	-0.0634137	0.9145	0.775193	0.1149	0.555791	0.27375	0.164021	0.73865	0.186581	0.72435
chr2	166631080	166723551	Arfgef2	-0.350253	0.28235	-0.44512	0.1608	-0.155441	0.6176	-0.0963302	0.742	-0.0892605	0.80145
chr2	166731595	166771889	Cse1l	0.121448	0.7158	0.0772798	0.80085	0.275553	0.39185	-0.228699	0.44975	-0.68659	0.0621
chr2	166773641	166821778	Stau1	-0.0542087	0.87015	-0.0545679	0.85695	-0.0327993	0.91645	0.0448807	0.88265	0.25293	0.47365
chr2	166840812	166860445	Ddx27	-0.018076	0.95775	0.0196191	0.95145	0.0131006	0.9652	-0.287555	0.33305	-0.424925	0.2482
chr2	166861296	166891362	1500012F01Rik	-0.239185	0.7192	-0.31201	0.66625	-0.186685	0.78245	0.636101	0.3152	-0.145956	0.84105
chr2	166861296	166891362	Snord12	2.1223	0.5212	0.197566	1	0.246336	1	1.27027	1	0	1
chr2	166861296	166891362	Znfx1	-0.687526	0.23535	0.196386	0.6888	-0.00407834	0.9936	-0.131628	0.81135	0.133283	0.8027
chr2	166921468	167014318	Kcnb1	-0.0555259	1	0.491343	1	-1.36056	1	-0.186437	1	1.12839	1
chr2	167028695	167066037	Ptgis	0.432054	0.3284	0.790159	0.05055	0.61171	0.12835	0.336011	0.3903	1.76316	5.00E-05
chr2	167123944	167174678	B4galt5	-0.155208	0.6484	1.55984	5.00E-05	0.265002	0.40595	0.0312472	0.9186	-0.212036	0.54765
chr2	167247220	167302498	Slc9a8	-0.0275477	0.9392	-0.399476	0.2487	-0.162363	0.63285	-0.151728	0.64805	0.191858	0.6121
chr2	167306635	167341666	Rnf114	-0.244186	0.5468	0.164821	0.6754	0.0482877	0.8949	0.30375	0.3964	0.202709	0.62285
chr2	167306635	167341666	Spata2	0.0725177	0.90635	0.362453	0.56365	0.189371	0.75455	0.0591775	0.9286	-0.138862	0.86835
chr2	167363726	167368311	Snai1	0.0901815	0.8035	0.752925	0.0213	0.118529	0.70895	0.152014	0.6249	-0.589831	0.09975
chr2	167433138	167457505	Ube2v1	0.241662	0.4461	0.131881	0.6715	0.0171084	0.9554	0.342059	0.24495	0.686703	0.04875
chr2	167468724	167487044	Tmem189	0.407326	0.20995	0.33804	0.28695	0.385667	0.20855	0.538811	0.0704	0.383885	0.2733
chr2	167514414	167515918	Cebpb	0.897282	0.00395	0.848165	0.01035	0.146511	0.63035	0.245976	0.40235	-0.592882	0.08675
chr2	167516707	167522913	A530013C23Rik	-0.0811025	1	-0.172456	1	-0.478792	1	1.3702	0.0507	0.00213928	1
chr2	167757826	167804885	Ptpn1	-0.0510567	0.8705	0.676014	0.03535	0.048621	0.8751	0.284114	0.3334	-0.0457728	0.89875
chr2	167806285	167836093	Fam65c	-0.718105	0.149	0.125853	0.78385	-1.36648	0.0093	0.514429	0.19785	0.17647	0.71775
chr2	167906503	167926703	Pard6b	-1.01748	1	-0.604496	1	-1.67272	1	-0.866116	1	0.175074	1
chr2	167978102	167980013	E130018N17Rik	-2.45075	1	-0.209176	1	-1.82424	1	1.78528	1	0.808188	1
chr2	168006464	168032562	Adnp	-0.344936	0.29065	-0.24518	0.43835	-0.0184523	0.95285	0.0794055	0.7831	0.0247887	0.941
chr2	168034547	168055879	Dpm1	0.225581	0.51575	0.227887	0.49985	0.0403582	0.9041	0.0445314	0.88585	-0.0308793	0.93365
chr2	168056121	168057803	Mocs3	-0.226409	0.58385	0.206738	0.6032	-0.0139143	0.97105	0.171824	0.63305	0.141695	0.74205
chr2	168087197	168094831	Kcng1	0	1	1.26976	1	-2.17001	1	-1.25063	1	-2.18503	1
chr2	168301909	168427155	Nfatc2	0.29883	0.60345	1.0501	0.0542	-0.0369673	1	-0.113815	0.8313	0.154894	0.7927
chr2	168459937	168567300	Atp9a	-0.499824	0.2832	-0.682802	0.13005	-0.82968	0.05015	-0.534647	0.211	-0.314639	0.50305
chr2	168573831	168592701	Sall4	0	1	0	1	0	1	0	1	0	1
chr2	168750860	168781087	Zfp64	-0.0724591	0.8387	0.37206	0.28275	0.257761	0.4505	0.311139	0.3435	0.531978	0.14485
chr2	168803768	168804406	1700017J07Rik	0	1	0	1	0	1	0	1	0	1
chr2	169459145	169714004	Tshz2	-0.0867968	0.80985	-0.545755	0.1287	-0.252026	0.4549	-0.132608	0.6783	0.306431	0.40485
chr2	169886739	169896278	A630075F10Rik	-0.440599	1	-0.375994	1	0.672732	1	-2.3993	1	-2.17294	1
chr2	169934142	169968175	Zfp217	-0.0910327	0.8048	-0.0143665	0.96705	-0.0873214	0.80625	-0.0557767	0.87275	-0.0166258	0.96765
chr2	170172490	170253345	1700040N02Rik	0	1	0	1	0	1	0	1	-0.731092	1
chr2	170172490	170253345	Bcas1	-1.27926	1	0	1	-0.972267	1	0	1	-0.653106	1
chr2	170308464	170344570	Cyp24a1	0	1	3.657	1	0	1	0.202163	1	0.122384	1
chr2	170308464	170344570	Gm16796	-1.55396	1	-0.380179	1	-0.258686	1	-0.524988	1	0.017473	1
chr2	170308464	170344570	Pfdn4	0.156678	0.6951	0.190767	0.6286	0.376415	0.31535	-0.00211156	0.99565	-0.197601	0.64555
chr2	170404917	170427517	4930470P17Rik	0	1	0	1	0	1	0	1	0	1
chr2	170557306	170705275	Dok5	-0.267782	0.602	0.850024	0.077	0.78269	0.1005	-0.230411	0.62515	-0.829402	0.16525
chr2	171782378	171788299	1700028P15Rik	0	1	0	1	0	1	0	1	0	1
chr2	171861835	171868966	Cbln4	0	1	0	1	0	1	0	1	0	1
chr2	172073991	172076614	Mc3r	0	1	0	1	0	1	0	1	0	1
chr2	172171076	172181249	Fam210b	0.0552403	0.88975	-0.251462	0.5002	0.0558306	0.87805	0.127301	0.71615	0.0431602	0.91805
chr2	172181695	172196006	Aurka	0.201644	0.57845	0.578699	0.10485	0.246177	0.45885	0.20234	0.5188	-0.336846	0.43545
chr2	172196502	172206586	Cstf1	0.174889	0.626	0.704157	0.03335	0.445006	0.1869	0.289565	0.3702	0.400851	0.2821
chr2	172219293	172259257	Cass4	0.588131	0.41955	0.832195	0.2242	0.590589	0.3531	0.550714	0.3967	0.400998	0.5706
chr2	172266077	172295399	Gcnt7	0.968449	1	1.03056	1	1.65941	1	0	1	0	1
chr2	172266077	172295399	Rtfdc1	0.00918292	0.978	0.0848672	0.79165	-0.140813	0.65515	-0.00979302	0.9745	0.28805	0.41905
chr2	172298053	172299816	Fam209	0.970722	1	-0.387397	1	-0.306321	1	0	1	0	1
chr2	172375092	172384121	Tfap2c	0	1	0	1	0	1	0	1	0	1
chr2	172695188	172765794	Bmp7	0	1	0	1	0	1	0	1	0	1
chr2	172805342	172819077	Spo11	0	1	0	1	0	1	0	1	0	1
chr2	172825617	172841240	Rae1	-0.0153323	0.9626	0.224363	0.4916	0.170644	0.59445	-0.0962759	0.7597	-0.0832842	0.81955
chr2	172847402	172860232	Rbm38	0.0264273	0.96545	0.413502	0.48445	0.100161	0.87005	0.263933	0.6415	-0.182221	0.7742
chr2	172919109	172945026	Ctcfl	0.777057	1	0.560441	1	0.00741016	1	-0.197425	1	0.0389934	1
chr2	172950249	172958705	1300015D01Rik	-0.330768	1	0.13119	1	-0.457601	1	-1.50026	1	-3.28921	1
chr2	172978573	172984754	Pck1	0.380252	1	0.130199	1	-1.18836	1	-2.27467	1	-1.13897	1
chr2	173032113	173044423	Zbp1	-0.947416	0.21285	-1.02131	0.181	-0.766785	0.2914	-0.699268	0.3028	-0.270419	0.70425
chr2	173049965	173102034	Pmepa1	0.178078	0.59875	0.805399	0.0245	0.341275	0.29135	-0.0500157	0.8706	-0.366126	0.3326
chr2	173348092	173354003	1700021F07Rik	0	1	0	1	0	1	0	1	0	1
chr2	173394161	173403842	Ankrd60	0	1	0	1	0	1	0	1	0	1
chr2	173404820	173485040	Ppp4r1l-ps	-0.293865	0.52845	-0.775375	0.1292	-1.45308	0.0041	-0.277873	0.51005	-0.0384566	0.93845
chr2	173485345	173527683	Rab22a	0.10748	0.74605	0.0882629	0.7796	-0.0950881	0.76905	-0.0671198	0.82045	0.151866	0.67165
chr2	173544915	173547587	1700010B08Rik	0	1	0	1	0	1	0	1	-0.466202	1
chr2	173563071	173609837	Vapb	0.14125	0.65155	-0.026172	0.93425	-0.0637512	0.83685	0.155216	0.598	0.393603	0.2569
